Date,"Student Username",App,Activity
10/04/2023,demo_student,Typio,"Played Typio Chatterbox."
10/04/2023,demo_student,Typio,"Typed a custom lesson."
10/04/2023,demo_student,Typio,"Tweaked settings."
10/04/2023,demo_student,Typio,"Practiced typing."
10/04/2023,demo_student,Typio,"Did a mini training."
10/05/2023,demo_student,Typio,"Typed a custom lesson."
10/05/2023,demo_student,Typio,"Practiced typing."
10/06/2023,demo_student,Typio,"Typed a custom lesson."
10/06/2023,demo_student,Typio,"Did Free Type."
10/09/2023,demo_student,Typio,"Typed a custom lesson."
10/09/2023,demo_student,Typio,"Did a mini training."
10/09/2023,demo_student,Typio,"Practiced typing."
10/09/2023,demo_student,Typio,"Tweaked settings."
10/10/2023,demo_student,Typio,"Played Typio Chatterbox."
10/10/2023,demo_student,Typio,"Practiced typing."
10/12/2023,demo_student,Typio,"Explored the keyboard."
10/12/2023,demo_student,Typio,"Opened Typio Halloween stickers."
10/12/2023,demo_student,Typio,"Played Typio Idol."
10/12/2023,demo_student,Typio,"Did a mini training."
10/16/2023,demo_student,Typio,"Practiced typing."
10/16/2023,demo_student,Typio,"Opened Typio Halloween stickers."
10/18/2023,demo_student,Typio,"Did a mini training."
10/18/2023,demo_student,Typio,"Opened Typio Halloween stickers."
10/18/2023,demo_student,Typio,"Tweaked settings."
11/02/2023,demo_student,Typio,"Tweaked settings."
11/02/2023,demo_student,Typio,"Practiced typing."
11/02/2023,demo_student,Typio,"Continued their Typing Journey."
11/02/2023,demo_student,Typio-BRL,"Practiced typing."
11/06/2023,demo_student,"Quick Cards","Edited test deck."
11/13/2023,demo_student,Typio,"Practiced typing."
11/16/2023,demo_student,Typio,"Typed a custom lesson."
12/10/2023,demo_student,Typio,"Opened Typio winter stickers."
12/10/2023,demo_student,Typio,"Practiced typing."
12/11/2023,demo_student,Typio,"Did a mini training."
12/13/2023,demo_student,Typio,"Explored the keyboard."
12/15/2023,demo_student,Typio,"Tweaked settings."
12/15/2023,demo_student,Typio,"Practiced typing."
12/15/2023,demo_student,Typio,"Played Typio Idol."
12/15/2023,demo_student,Typio,"Opened Typio winter stickers."
12/15/2023,demo_student,Typio,"Played Typio Chatterbox."
12/15/2023,demo_student,Typio,"Continued their Typing Journey."
12/15/2023,demo_student,Typio-BRL,"Practiced typing."
12/15/2023,demo_student,Arcade,"Played Echo Easy."
12/15/2023,demo_student,Arcade,"Played Echo Hard."
12/15/2023,demo_student,Arcade,"Played Echo Endless Extreme."
12/15/2023,demo_student,Arcade,"Played Rock Paper Scissors."
12/15/2023,demo_student,Arcade,"Played Samurai Easy."
12/15/2023,demo_student,Arcade,"Played Samurai Versus."
12/15/2023,demo_student,Arcade,"Played Wizard's Tower."
12/15/2023,demo_student,"Quick Cards","Studied Taylor Songs deck."
12/15/2023,demo_student,"Quick Cards","Studied Carly Song Titles deck."
12/20/2023,demo_student,Typio,"Practiced typing."
12/27/2023,demo_student,Typio,"Practiced typing."
12/27/2023,demo_student,Typio,"Played Typio Chatterbox."
12/27/2023,demo_student,Typio,"Played Typio Idol."
12/27/2023,demo_student,Typio,"Opened Typio winter stickers."
01/23/2024,demo_student,Typio,"Practiced typing."
01/23/2024,demo_student,Typio,"Tweaked settings."
01/23/2024,demo_student,Typio,"Typed a custom lesson."
01/25/2024,demo_student,Typio,"Practiced typing."
02/02/2024,demo_student,"Quick Cards","Tweaked settings."
02/02/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
02/02/2024,demo_student,"Quick Cards","Studied Taylor Songs deck."
02/22/2024,demo_student,Typio,"Did a mini training."
02/22/2024,demo_student,Typio,"Typed a custom lesson."
03/04/2024,demo_student,"Quick Cards","Studied Taylor Songs deck."
03/12/2024,demo_student,Typio,"Tweaked settings."
03/12/2024,demo_student,Typio,"Continued their Typing Journey."
03/12/2024,demo_student,Typio,"Practiced typing."
03/12/2024,demo_student,Typio,"Played Typio Chatterbox."
03/12/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
03/12/2024,demo_student,"Quick Cards","Took Carly Song Titles test."
03/12/2024,demo_student,Arcade,"Played  in Hangman."
03/29/2024,demo_student,Typio,"Tweaked settings."
04/09/2024,demo_student,Typio,"Tweaked settings."
04/09/2024,demo_student,"Quick Cards","Tweaked settings."
04/11/2024,demo_student,Typio,"Practiced typing."
04/11/2024,demo_student,Typio,"Tweaked settings."
04/12/2024,demo_student,"Quick Cards","Tweaked settings."
04/12/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
04/12/2024,demo_student,"Quick Cards","Took Taylor Test test."
04/12/2024,demo_student,"Quick Cards","Scored 20% on Taylor Test test."
04/12/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
04/12/2024,demo_student,"Quick Cards","Studied Taylor Songs deck."
04/12/2024,demo_student,"Quick Cards","Edited Taylor Songss deck."
04/12/2024,demo_student,"Quick Cards","Edited this is a new deck deck."
04/12/2024,demo_student,"Quick Cards","Studied this is a new deck deck."
04/12/2024,demo_student,"Quick Cards","Edited Taylor Test test."
04/18/2024,demo_student,Typio,"Practiced typing."
04/29/2024,demo_student,"Quick Cards","Took Taylor Test test."
04/29/2024,demo_student,"Quick Cards","Scored 40% on Taylor Test test."
05/06/2024,demo_student,"Quick Cards","Studied Taylor Songs deck."
05/06/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
05/06/2024,demo_student,"Quick Cards","Took Taylor Test test."
05/06/2024,demo_student,"Quick Cards","Scored 60% on Taylor Test test."
05/06/2024,demo_student,"Quick Cards","Tweaked settings."
05/06/2024,demo_student,Typio,"Practiced typing."
05/06/2024,demo_student,Typio,"Typed a custom lesson."
05/06/2024,demo_student,Typio,"Did a mini training."
05/07/2024,demo_student,Typio,"Practiced typing."
05/07/2024,demo_student,Typio,"Typed a custom lesson."
05/18/2024,demo_student,Typio,"Practiced typing."
05/20/2024,demo_student,Typio,"Typed a custom lesson."
05/30/2024,demo_student,Typio,"Tweaked settings."
06/03/2024,demo_student,Typio,"Practiced typing."
06/17/2024,demo_student,Typio,"Continued their Typing Journey."
06/17/2024,demo_student,Typio,"Typed a custom lesson."
06/20/2024,demo_student,Typio,"Practiced typing."
06/25/2024,demo_student,Typio,"Practiced typing."
06/25/2024,demo_student,Typio,"Typed a custom lesson."
06/26/2024,demo_student,Typio,"Tweaked settings."
06/26/2024,demo_student,Typio,"Typed a custom lesson."
06/26/2024,demo_student,Typio,"Practiced typing."
06/27/2024,demo_student,Typio,"Explored the keyboard."
06/27/2024,demo_student,Typio,"Practiced typing."
06/27/2024,demo_student,Typio,"Tweaked settings."
06/27/2024,demo_student,Typio,"Typed a custom lesson."
06/28/2024,demo_student,Typio,"Did a mini training."
06/30/2024,demo_student,Typio,"Tweaked settings."
07/01/2024,demo_student,Typio,"Typed a custom lesson."
07/01/2024,demo_student,Typio,"Tweaked settings."
07/01/2024,demo_student,Typio,"Continued their Typing Journey."
07/01/2024,demo_student,Typio,"Practiced typing."
07/02/2024,demo_student,Typio,"Did a mini training."
07/02/2024,demo_student,Typio,"Practiced typing."
07/02/2024,demo_student,Typio,"Typed a custom lesson."
07/02/2024,demo_student,Typio,"Continued their Typing Journey."
07/09/2024,demo_student,Typio,"Continued their Typing Journey."
07/09/2024,demo_student,Typio,"Practiced typing."
07/09/2024,demo_student,Typio,"Tweaked settings."
07/10/2024,demo_student,Typio,"Typed a custom lesson."
07/10/2024,demo_student,Typio,"Practiced typing."
07/10/2024,demo_student,Typio,"Continued their Typing Journey."
07/10/2024,demo_student,Typio,"Tweaked settings."
07/17/2024,demo_student,Typio,"Practiced typing."
07/18/2024,demo_student,Typio,"Typed a custom lesson."
07/18/2024,demo_student,Typio,"Tweaked settings."
07/23/2024,demo_student,Typio,"Continued their Typing Journey."
07/23/2024,demo_student,Typio,"Tweaked settings."
07/23/2024,demo_student,Typio,"Played Typio Chatterbox."
07/23/2024,demo_student,Typio,"Played Typio Idol."
07/25/2024,demo_student,Typio,"Tweaked settings."
07/25/2024,demo_student,Typio,"Did a mini training."
07/25/2024,demo_student,Typio,"Practiced typing."
07/27/2024,demo_student,Typio,"Continued their Typing Journey."
07/27/2024,demo_student,Typio,"Typed a custom lesson."
07/27/2024,demo_student,Typio,"Practiced typing."
07/27/2024,demo_student,Typio,"Tweaked settings."
07/27/2024,demo_student,Typio,"Played Typio Chatterbox."
07/27/2024,demo_student,Typio,"Played Typio Idol."
07/27/2024,demo_student,Typio,"Explored the keyboard."
07/28/2024,demo_student,Typio,"Played Typio Chatterbox."
07/28/2024,demo_student,Typio,"Typed a custom lesson."
07/28/2024,demo_student,Typio,"Practiced typing."
07/28/2024,demo_student,Typio,"Played Hot or Cold."
07/28/2024,demo_student,Typio,"Played Race."
07/29/2024,demo_student,Typio,"Played Typio Samurai."
07/29/2024,demo_student,Typio,"Did Free Type."
07/29/2024,demo_student,Typio,"Played Race."
07/29/2024,demo_student,Typio,"Played Hot or Cold."
07/29/2024,demo_student,Typio,"Played Typio Echo."
07/29/2024,demo_student,Typio,"Played Typio Idol."
07/31/2024,demo_student,Typio,"Tweaked settings."
07/31/2024,demo_student,Typio,"Typed a custom lesson."
07/31/2024,demo_student,Typio,"Did Free Type."
07/31/2024,demo_student,Typio,"Explored the keyboard."
08/01/2024,demo_student,Typio,"Typed a custom lesson."
08/01/2024,demo_student,Typio,"Practiced typing."
08/02/2024,demo_student,Typio,"Practiced typing."
08/02/2024,demo_student,Typio,"Typed a custom lesson."
08/02/2024,demo_student,Typio,"Tweaked settings."
08/02/2024,demo_student,Typio,"Did a mini review."
08/02/2024,demo_student,"Quick Cards","Tweaked settings."
08/02/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
08/02/2024,demo_student,"Quick Cards","Took Carly Song Titles test."
08/02/2024,demo_student,"Quick Cards","Scored 100% on Carly Song Titles test."
08/02/2024,demo_student,"Quick Cards","Took Taylor Test test."
08/05/2024,demo_student,Typio,"Practiced typing."
08/05/2024,demo_student,Typio,"Typed a custom lesson."
08/08/2024,demo_student,Typio-BRL,"Practiced typing."
08/08/2024,demo_student,Typio-BRL,"Did a mini review."
08/08/2024,demo_student,Braillio,"Explored the keyboard."
08/08/2024,demo_student,Braillio,"Played Race."
08/08/2024,demo_student,Braillio,"Played Braillio Echo."
08/08/2024,demo_student,Braillio,"Played Braillio Samurai."
08/08/2024,demo_student,Typio-BRL,"Continued their Typing Journey."
08/09/2024,demo_student,Typio-BRL,"Practiced typing."
08/09/2024,demo_student,Typio,"Practiced typing."
08/12/2024,demo_student,"Quick Cards","Changed Quick Cards settings."
08/12/2024,demo_student,"Quick Cards","Tweaked settings."
08/12/2024,demo_student,"Quick Cards","Took Taylor Songs test."
08/12/2024,demo_student,"Quick Cards","Scored 100% on Taylor Songs test."
08/12/2024,demo_student,"Quick Cards","Took test test."
08/12/2024,demo_student,"Quick Cards","Took Carly Song Titles test."
08/12/2024,demo_student,"Quick Cards","Scored 20% on Carly Song Titles test."
08/12/2024,demo_student,"Quick Cards","Took Taylor Test test."
08/12/2024,demo_student,"Quick Cards","Scored 0% on Taylor Test test."
08/12/2024,demo_student,"Quick Cards","Scored 40% on Taylor Test test."
08/12/2024,demo_student,"Quick Cards","Scored 60% on Taylor Test test."
08/12/2024,demo_student,"Quick Cards","Scored 20% on Taylor Test test."
08/13/2024,demo_student,Typio,"Tweaked settings."
08/13/2024,demo_student,Typio,"Typed a custom lesson."
08/16/2024,demo_student,Typio,"Typed a custom lesson."
08/20/2024,demo_student,"Quick Cards","Changed Quick Cards settings."
08/20/2024,demo_student,"Quick Cards","Tweaked settings."
08/21/2024,demo_student,"Quick Cards","Changed Quick Cards settings."
08/22/2024,demo_student,"Quick Cards","Changed Quick Cards settings."
08/22/2024,demo_student,"Quick Cards","Took Taylor Test test."
08/22/2024,demo_student,"Quick Cards","Studied Taylor Songs deck."
08/22/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
08/22/2024,demo_student,"Quick Cards","Scored 40% on Taylor Test test."
08/22/2024,demo_student,"Quick Cards","Took Carly Song Titles test."
08/22/2024,demo_student,"Quick Cards","Took Taylor Songss test."
08/27/2024,demo_student,"Quick Cards","Changed Quick Cards settings."
08/27/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
08/27/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
08/27/2024,demo_student,"Quick Cards","Took Taylor Test test."
08/27/2024,demo_student,"Quick Cards","Scored 40% on Taylor Test test."
08/27/2024,demo_student,Typio,"Practiced typing."
08/27/2024,demo_student,Typio,"Tweaked settings."
08/27/2024,demo_student,"Quick Cards","Took Carly Song Titles test."
08/27/2024,demo_student,"Quick Cards","Scored 16% on Carly Song Titles test."
08/27/2024,demo_student,Typio,"Typed a custom lesson."
08/27/2024,demo_student,Typio,"Did a mini training."
08/28/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
08/28/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
08/29/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
08/29/2024,demo_student,"Quick Cards","Took Taylor Test test."
08/29/2024,demo_student,Arcade,"Played  in Hangman."
08/29/2024,demo_student,Arcade,"Tweaked settings."
08/29/2024,demo_student,Arcade,"Played Canteen."
09/04/2024,demo_student,Typio,"Practiced typing."
09/04/2024,demo_student,Typio,"Played Typio Chatterbox."
09/04/2024,demo_student,Typio,"Played Typio Idol."
09/05/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
09/05/2024,demo_student,"Quick Cards","Took Taylor Test test."
09/05/2024,demo_student,"Quick Cards","Scored 0% on Taylor Test test."
09/05/2024,demo_student,"Quick Cards","Took Carly Song Titles test."
09/05/2024,demo_student,"Quick Cards","Scored 50% on Carly Song Titles test."
09/05/2024,demo_student,"Quick Cards","Scored 20% on Taylor Test test."
09/05/2024,demo_student,Braillio,"Explored the keyboard."
09/05/2024,demo_student,"Quick Cards","Took alphabetic wordsigns comma separated.csv test."
09/05/2024,demo_student,"Quick Cards","Edited Carly Song Titlesddd deck."
09/05/2024,demo_student,"Quick Cards","Changed Quick Cards settings."
09/10/2024,demo_student,Typio,"Practiced typing."
09/10/2024,demo_student,"Quick Cards","Took Taylor Test test."
09/10/2024,demo_student,"Quick Cards","Scored 0% on Taylor Test test."
09/10/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
09/10/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
09/10/2024,demo_student,Arcade,"Played Canteen."
09/10/2024,demo_student,Braillio,"Explored the keyboard."
09/11/2024,demo_student,Typio-BRL,"Practiced typing."
09/11/2024,demo_student,Braillio,"Explored the keyboard."
09/11/2024,demo_student,Braillio,"Played Race."
09/11/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
09/11/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
09/11/2024,demo_student,Typio-BRL,"Did a mini braille training."
09/11/2024,demo_student,"Quick Cards","Took Taylor Test test."
09/11/2024,demo_student,"Quick Cards","Scored 40% on Taylor Test test."
09/11/2024,demo_student,Typio,"Practiced typing."
09/11/2024,demo_student,Typio,"Played Typio Idol."
09/16/2024,demo_student,Typio,"Practiced typing."
09/16/2024,demo_student,Typio,"Did a mini training."
09/16/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
09/16/2024,demo_student,"Quick Cards","Took Carly Song Titles test."
09/16/2024,demo_student,"Quick Cards","Scored 33% on Carly Song Titles test."
09/16/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
09/16/2024,demo_student,"Quick Cards","Took Taylor Test test."
09/16/2024,demo_student,"Quick Cards","Scored 20% on Taylor Test test."
09/16/2024,demo_student,"Quick Cards","Scored 16% on Carly Song Titles test."
09/16/2024,demo_student,Typio,"Continued their Typing Journey."
09/16/2024,demo_student,Typio,"Played Typio Chatterbox."
09/16/2024,demo_student,Typio,"Played Hot or Cold."
09/17/2024,demo_student,Typio,"Typed a custom lesson."
09/17/2024,demo_student,Typio,"Tweaked settings."
09/20/2024,demo_student,Typio,"Tweaked settings."
09/24/2024,demo_student,Typio,"Typed a custom lesson."
09/24/2024,demo_student,Typio,"Continued their Typing Journey."
09/24/2024,demo_student,Typio,"Played Typio Idol."
09/25/2024,demo_student,Typio,"Typed a custom lesson."
10/02/2024,demo_student,Typio,"Typed a custom lesson."
10/04/2024,demo_student,Typio,"Tweaked settings."
10/08/2024,demo_student,Typio,"Typed a custom lesson."
10/08/2024,demo_student,Typio-BRL,"Typed a custom lesson."
10/11/2024,demo_student,Typio,"Practiced typing."
10/11/2024,demo_student,Typio,"Tweaked settings."
10/14/2024,demo_student,Typio,"Opened Typio Halloween stickers."
10/15/2024,demo_student,Typio,"Opened Typio Halloween stickers."
10/15/2024,demo_student,Typio,"Played Typio Idol."
10/15/2024,demo_student,Typio,"Practiced typing."
10/16/2024,demo_student,Typio,"Practiced typing."
10/16/2024,demo_student,Typio,"Played Typio Chatterbox."
10/18/2024,demo_student,Typio,"Explored the keyboard."
10/18/2024,demo_student,Typio,"Typed a custom lesson."
10/18/2024,demo_student,Typio,"Practiced typing."
10/18/2024,demo_student,Typio,"Tweaked settings."
10/18/2024,demo_student,Typio,"Did a mini training."
10/21/2024,demo_student,Typio,"Played Typio Idol."
10/21/2024,demo_student,Typio,"Opened Typio Halloween stickers."
10/21/2024,demo_student,Typio,"Typed a custom lesson."
10/21/2024,demo_student,Typio,"Practiced typing."
10/27/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
10/27/2024,demo_student,"Quick Cards","Took Taylor Test test."
10/27/2024,demo_student,"Quick Cards","Changed Quick Cards settings."
10/29/2024,demo_student,Typio,"Typed a custom lesson."
10/29/2024,demo_student,Typio,"Practiced typing."
10/29/2024,demo_student,Typio,"Opened Typio Halloween stickers."
10/29/2024,demo_student,Typio,"Continued their Typing Journey."
10/30/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
10/30/2024,demo_student,"Quick Cards","Edited Carly Song Titles deck."
10/30/2024,demo_student,"Quick Cards","Changed Quick Cards settings."
10/30/2024,demo_student,"Quick Cards","Edited test deck."
10/30/2024,demo_student,"Quick Cards","Edited aef  deck."
10/30/2024,demo_student,"Quick Cards","Took Taylor Test test."
10/30/2024,demo_student,"Quick Cards","Scored 40% on Taylor Test test."
10/30/2024,demo_student,"Quick Cards","Edited  deck."
11/01/2024,demo_student,Typio,"Typed a custom lesson."
11/01/2024,demo_student,Typio,"Tweaked settings."
11/01/2024,demo_student,Typio,"Practiced typing."
11/01/2024,demo_student,Typio,"Did a mini training."
11/04/2024,demo_student,Typio,"Tweaked settings."
11/04/2024,demo_student,Typio,"Continued their Typing Journey."
11/04/2024,demo_student,Typio,"Practiced typing."
11/04/2024,demo_student,Typio,"Typed a custom lesson."
11/05/2024,demo_student,Braillio,"Did Free Type."
11/05/2024,demo_student,Typio,"Continued their Typing Journey."
11/05/2024,demo_student,Typio,"Practiced typing."
11/05/2024,demo_student,Typio,"Typed a custom lesson."
11/08/2024,demo_student,Typio,"Typed a custom lesson."
11/11/2024,demo_student,Typio,"Tweaked settings."
11/11/2024,demo_student,Typio,"Continued their Typing Journey."
11/11/2024,demo_student,Typio,"Practiced typing."
11/12/2024,demo_student,Typio,"Typed a custom lesson."
11/12/2024,demo_student,Typio,"Tweaked settings."
11/12/2024,demo_student,Typio,"Practiced typing."
11/18/2024,demo_student,Typio,"Continued their Typing Journey."
11/18/2024,demo_student,Typio,"Typed a custom lesson."
11/18/2024,demo_student,Typio,"Tweaked settings."
11/19/2024,demo_student,Typio,"Practiced typing."
11/19/2024,demo_student,Typio,"Tweaked settings."
11/26/2024,demo_student,Typio,"Practiced typing."
11/26/2024,demo_student,Typio,"Tweaked settings."
11/26/2024,demo_student,Typio,"Typed a custom lesson."
11/29/2024,demo_student,Typio,"Played Typio Idol."
12/05/2024,demo_student,Typio,"Played Typio Idol."
12/05/2024,demo_student,Typio,"Opened Typio winter stickers."
12/05/2024,demo_student,Typio,"Typed a custom lesson."
12/07/2024,demo_student,"Quick Cards","Changed Quick Cards settings."
12/07/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
12/07/2024,demo_student,"Quick Cards","Took Taylor Test test."
12/07/2024,demo_student,"Quick Cards","Scored 0% on Taylor Test test."
12/07/2024,demo_student,"Quick Cards","Scored 100% on Taylor Test test."
12/07/2024,demo_student,"Quick Cards","Scored 80% on Taylor Test test."
12/08/2024,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
12/08/2024,demo_student,"Quick Cards","Studied Carly Song Titles deck."
12/08/2024,demo_student,"Quick Cards","Edited Carly Song Titles deck."
12/08/2024,demo_student,"Quick Cards","Edited alphabetic wordsigns comma separated.csv deck."
12/09/2024,demo_student,Typio,"Practiced typing."
12/11/2024,demo_student,Typio,"Tweaked settings."
12/11/2024,demo_student,Typio,"Explored the keyboard."
12/11/2024,demo_student,Typio,"Played Typio Chatterbox."
12/12/2024,demo_student,Typio,"Explored the keyboard."
01/03/2025,demo_student,Typio,"Practiced typing."
01/07/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
01/07/2025,demo_student,"Quick Cards","Studied Carly Song Titles deck."
01/07/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
01/08/2025,demo_student,"Quick Cards","Edited Carly Song Titles deck."
01/08/2025,demo_student,Typio,"Tweaked settings."
01/08/2025,demo_student,Typio,"Continued their Typing Journey."
01/09/2025,demo_student,"Quick Cards","Studied Carly Song Titles deck."
01/09/2025,demo_student,Typio,"Practiced typing."
01/14/2025,demo_student,Typio,"Tweaked settings."
01/14/2025,demo_student,Typio,"Practiced typing."
01/14/2025,demo_student,Typio,"Typed a custom lesson."
01/21/2025,demo_student,Typio,"Practiced typing."
01/23/2025,demo_student,Typio,"Tweaked settings."
01/28/2025,demo_student,Typio,"Practiced typing."
01/29/2025,demo_student,Typio,"Practiced typing."
01/29/2025,demo_student,"Quick Cards","Studied Carly Song Titles deck."
01/29/2025,demo_student,"Quick Cards","Took Carly Song Titles test."
01/29/2025,demo_student,Typio,"Typed a custom lesson."
01/30/2025,demo_student,Typio,"Tweaked settings."
02/05/2025,demo_student,Arcade,"Tweaked settings."
02/05/2025,demo_student,Arcade,"Played  in Hangman."
02/05/2025,demo_student,"Quick Cards","Tweaked settings."
02/05/2025,demo_student,Braillio,"Tweaked settings."
02/05/2025,demo_student,Typio,"Tweaked settings."
02/05/2025,demo_student,Typio,"Continued their Typing Journey."
02/05/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
02/05/2025,demo_student,"Quick Cards","Studied Carly Song Titles deck."
02/05/2025,demo_student,"Quick Cards","Took Taylor Test test."
02/05/2025,demo_student,"Quick Cards","Scored 100% on Taylor Test test."
02/05/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
02/06/2025,demo_student,Typio,"Tweaked settings."
02/06/2025,demo_student,Braillio,"Tweaked settings."
02/06/2025,demo_student,"Quick Cards","Studied Carly Song Titles deck."
02/06/2025,demo_student,Typio,"Continued their Typing Journey."
02/06/2025,demo_student,Typio,"Practiced typing."
02/06/2025,demo_student,Typio,"Played Typio Chatterbox."
02/06/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
02/06/2025,demo_student,"Quick Cards","Took Taylor Test test."
02/06/2025,demo_student,"Quick Cards","Scored 100% on Taylor Test test."
02/07/2025,demo_student,Typio,"Played Typio Chatterbox."
02/07/2025,demo_student,Typio-BRL,"Continued their Typing Journey."
02/07/2025,demo_student,Typio,"Played Hot or Cold."
